0,300700,7
0,303000,11
0,305500,15
0,308000,18
0,310300,22
0,312700,26
0,315200,30
0,317300,33
0,319600,37
0,322000,41
0,324000,44
0,326400,48
0,328900,51
0,330900,55
0,333200,59
0,335600,63
0,338000,66
0,340000,70
0,342600,74
0,345200,77
0,347800,81
0,350300,85
0,353000,89
0,355400,93
0,358100,96
0,360600,100
0,363100,104
0,365600,108
0,368200,111
0,370700,115
0,373100,119
0,375500,123
0,378000,126
0,380500,130
0,382700,133
0,384700,137
0,387100,141
0,389600,145
0,392000,148
0,394100,152
0,396900,156
0,399700,160
0,402400,164
0,404600,167
0,406900,171
0,409100,174
0,411200,178
0,413400,182
0,415600,185
0,418100,189
0,420500,193
0,422700,196
0,425200,200
0,427900,204
0,430500,208
0,433200,212
0,436000,216
0,438600,220
0,441400,224
0,444000,228
0,446600,232
0,449000,236
0,451600,239
0,453800,243
0,456000,247
0,458600,251
0,461000,255
0,463500,259
0,465900,262
0,468500,266
0,470800,270
0,473300,274
0,475400,278
0,478100,282
0,480700,286
0,483100,290
0,485600,294
0,488400,298
0,491200,302
0,493800,306
0,496600,310
0,499200,314
0,501800,318
0,504400,322
0,506900,326
0,509600,330
0,512200,335
0,515000,339
0,517700,343
0,520300,347
0,522900,351
0,525600,355
0,528200,359
0,530900,363
0,533600,368
0,536300,372
0,539000,376
0,541700,380
0,544300,384
0,547000,388
0,549700,393
0,552600,397
0,555800,402
0,558500,406
0,561200,410
0,563800,414
0,566600,419
0,569200,423
0,571800,427
0,574500,432
0,577200,436
0,580100,440
0,582800,445
0,585600,449
0,588300,453
0,591100,458
0,593800,462
0,596500,466
0,599300,471
0,602400,475
0,605100,480
0,607800,484
0,610400,489
0,613100,493
0,615800,497
0,618600,502
0,621300,506
0,624100,511
0,627100,515
0,629800,520
0,632800,524
0,635800,529
0,638800,534
0,641700,538
0,644400,543
0,647300,547
0,650200,552
0,653100,557
0,656200,561
0,658900,566
0,661900,571
0,664600,575
0,667400,580
1,670300,584
1,673100,589
1,675800,594
1,678800,598
1,681500,603
1,684500,608
1,687200,613
1,690000,617
1,693100,622
1,696000,627
1,698900,632
1,701800,636
1,704900,641
1,707800,646
1,710600,651
1,713500,656
1,716200,660
1,719100,665
1,722000,670
1,724800,675
1,727600,680
1,730500,685
1,733600,690
1,736300,694
1,739300,699
1,742100,704
1,745400,709
1,748400,714
1,751400,719
1,754200,724
1,757600,729
1,760400,734
1,763400,739
1,766200,744
1,769600,749
1,772400,754
1,775400,759
1,778400,764
1,781700,769
1,784700,774
1,787900,779
1,790800,784
1,794000,790
1,797100,795
1,800000,800
1,803400,805
1,806600,810
1,809600,815
1,813000,820
1,816000,826
1,819400,831
1,822600,836
1,826000,841
1,829100,846
1,832500,852
1,835500,857
1,838900,862
1,842000,867
1,845400,873
1,848700,878
1,852000,883
1,855300,888
1,858300,894
1,861500,899
1,864800,904
1,868100,910
1,871500,915
1,874800,920
1,878100,926
1,881300,931
1,884700,937
1,888000,942
1,891400,947
1,894800,953
1,897900,958
1,901400,964
1,904800,969
1,907900,975
1,911400,980
1,914800,986
1,918200,991
1,921700,997
1,925100,1003
1,928400,1008
1,931900,1014
1,935100,1019
1,938500,1025
1,942000,1030
1,945200,1036
1,948600,1041
1,952100,1047
1,955500,1052
1,958900,1058
1,962500,1064
1,965800,1069
1,969300,1075
1,973000,1081
1,976400,1086
1,979800,1092
1,983200,1098
1,986500,1103
1,990000,1109
1,993400,1115
1,996900,1120
1,1000300,1126
1,1003800,1132
1,1007300,1138
1,1010800,1144
1,1014300,1149
1,1017800,1155
1,1021300,1161
1,1024800,1167
1,1028200,1172
1,1031600,1178
1,1035300,1184
1,1038700,1190
1,1042400,1196
1,1045900,1202
1,1049300,1208
1,1052600,1214
1,1056100,1220
1,1059400,1226
1,1062900,1231
1,1066400,1237
1,1070000,1243
1,1073300,1249
1,1076700,1255
1,1080100,1261
1,1083700,1267
1,1087100,1273
1,1090600,1279
1,1094000,1285
1,1097900,1291
1,1101300,1297
1,1104800,1303
1,1108200,1309
1,1111800,1316
1,1115300,1322
1,1118900,1328
1,1122300,1334
1,1125800,1340
1,1129100,1346
1,1132500,1352
1,1136200,1358
1,1139800,1364
1,1143200,1371
2,1147000,1377
2,1150500,1383
2,1154000,1389
2,1157400,1395
2,1161000,1402
2,1164700,1408
2,1168200,1414
2,1171800,1420
2,1175400,1426
2,1178900,1433
2,1182400,1439
2,1185800,1445
2,1189600,1451
2,1193400,1458
2,1197300,1464
2,1200800,1470
2,1204800,1477
2,1208300,1483
2,1212100,1489
2,1215600,1496
2,1219200,1502
2,1223000,1508
2,1226900,1515
2,1231000,1522
2,1234900,1528
2,1238300,1534
2,1242100,1541
2,1246000,1547
2,1250100,1554
2,1254100,1561
2,1257600,1567
2,1261300,1574
2,1264900,1580
2,1268400,1587
2,1272200,1593
2,1275800,1600
2,1279300,1607
2,1283200,1613
2,1286600,1620
2,1290300,1627
2,1294200,1633
2,1298100,1640
2,1301900,1647
2,1305500,1653
2,1309200,1660
2,1313000,1666
2,1316300,1673
2,1319900,1680
2,1323700,1686
2,1327000,1693
2,1330800,1700
2,1334400,1707
2,1338200,1713
2,1341800,1720
2,1345600,1727
2,1349200,1734
2,1353000,1740
2,1356700,1747
2,1360700,1754
2,1364500,1761
2,1368000,1767
2,1371800,1774
2,1375200,1781
2,1379000,1788
2,1382800,1795
2,1386800,1802
2,1390600,1808
2,1394300,1815
2,1398000,1822
2,1401700,1829
2,1405500,1836
2,1409300,1843
2,1413100,1850
2,1417000,1857
2,1420400,1864
2,1424200,1870
2,1427800,1877
2,1431600,1884
2,1435400,1891
2,1439200,1898
2,1443000,1905
2,1446400,1912
2,1450300,1919
2,1454100,1926
2,1457800,1933
2,1461100,1941
2,1464800,1948
2,1468600,1955
2,1472300,1962
2,1475900,1969
2,1479600,1976
2,1483400,1983
2,1487200,1990
2,1490900,1997
2,1494800,2005
2,1498800,2012
2,1502100,2019
2,1506200,2026
2,1509900,2033
2,1513600,2041
2,1517500,2048
2,1521500,2055
2,1525400,2062
2,1529200,2069
2,1533200,2077
2,1537100,2084
2,1540900,2091
2,1544600,2099
2,1548600,2106
2,1552500,2113
2,1556200,2120
2,1560100,2128
2,1563900,2135
2,1567700,2142
2,1571200,2150
3,1574700,2157
3,1578600,2165
3,1582400,2172
3,1586300,2179
3,1589900,2187
3,1593700,2194
3,1597500,2202
3,1601300,2209
3,1605300,2216
3,1608900,2224
3,1612800,2231
3,1616700,2239
3,1620700,2246
3,1624700,2254
3,1628600,2261
3,1632500,2269
3,1636600,2277
3,1640400,2284
3,1644200,2292
3,1647800,2299
3,1651500,2307
3,1655600,2315
3,1659500,2322
3,1663400,2330
3,1667000,2337
3,1671000,2345
3,1674800,2352
3,1678700,2360
3,1682900,2368
3,1686600,2375
3,1690700,2383
3,1694400,2391
3,1698400,2399
3,1702400,2406
3,1706100,2414
3,1709600,2422
3,1713700,2430
3,1717400,2437
3,1721300,2445
3,1725300,2453
3,1729300,2461
3,1733000,2469
3,1736600,2476
3,1740500,2484
3,1744500,2492
3,1748400,2500
3,1752400,2508
3,1756300,2516
3,1760400,2524
3,1764400,2532
3,1768600,2539
3,1772600,2547
3,1776700,2555
3,1780500,2563
3,1784400,2571
3,1788600,2579
3,1792600,2587
3,1796300,2595
3,1800300,2603
3,1804200,2611
3,1807800,2619
3,1812300,2627
3,1816300,2635
3,1820300,2643
3,1824200,2651
3,1827900,2659
3,1831900,2667
3,1836100,2675
3,1840300,2684
3,1844200,2692
3,1848300,2700
3,1852400,2708
3,1856500,2716
3,1860600,2724
3,1864700,2732
3,1868800,2740
3,1873200,2749
3,1877200,2757
3,1881200,2765
3,1885400,2773
3,1889100,2781
3,1893100,2790
3,1897400,2798
3,1901600,2806
3,1905200,2814
3,1909200,2823
3,1913100,2831
3,1917200,2839
3,1921300,2847
3,1925300,2856
3,1929400,2864
3,1933200,2872
3,1937300,2881
3,1941400,2889
3,1945500,2897
3,1949000,2905
3,1953100,2914
4,1957200,2922
4,1961500,2931
4,1966100,2940
4,1970900,2949
4,1974900,2957
4,1978800,2965
4,1982700,2974
4,1986700,2982
4,1990500,2991
4,1994600,2999
4,1998400,3008
4,2002900,3016
4,2006900,3025
4,2010900,3034
4,2015200,3042
4,2019500,3051
4,2023600,3060
4,2027500,3068
4,2031500,3077
4,2035600,3085
4,2039600,3094
4,2043200,3102
4,2047200,3111
4,2050800,3120
4,2054900,3128
4,2058600,3137
4,2062700,3146
4,2066800,3154
4,2070800,3163
4,2074700,3171
4,2078900,3180
4,2083000,3189
4,2087000,3198
4,2091100,3206
4,2095000,3215
4,2098800,3224
4,2102600,3233
4,2106600,3241
4,2111100,3250
4,2115000,3259
4,2118700,3268
4,2123200,3277
4,2127100,3286
4,2131000,3294
4,2135000,3303
4,2138800,3312
4,2142800,3321
4,2146700,3330
4,2150700,3339
4,2154600,3348
4,2158600,3357
4,2162900,3366
4,2167100,3375
4,2171400,3384
4,2175500,3393
4,2179600,3402
4,2183600,3411
4,2187700,3420
4,2191800,3429
4,2195800,3438
4,2199800,3447
4,2203600,3456
4,2207700,3465
4,2211700,3474
4,2215700,3483
4,2219700,3492
4,2223700,3501
4,2227500,3510
4,2231300,3519
4,2235300,3528
4,2239600,3537
4,2243600,3546
4,2247700,3556
4,2251700,3565
4,2256000,3574
4,2260100,3584
4,2264400,3593
4,2268600,3602
4,2272600,3611
4,2276900,3620
4,2280800,3630
4,2284800,3639
4,2288800,3648
4,2293000,3657
4,2297000,3667
4,2301000,3676
4,2305100,3686
4,2309100,3695
5,2313100,3704
5,2317100,3713
5,2321100,3723
5,2325000,3732
5,2328900,3741
5,2333000,3751
5,2337000,3760
5,2340900,3769
5,2344900,3779
5,2348900,3788
5,2352900,3798
5,2356900,3807
5,2360900,3816
5,2364900,3826
5,2368900,3835
5,2372700,3845
5,2376700,3854
5,2380800,3863
5,2384800,3873
5,2388700,3882
5,2392700,3892
5,2396500,3901
5,2400600,3911
5,2404400,3920
5,2408400,3930
5,2412600,3939
5,2416500,3949
5,2420500,3959
5,2424600,3968
5,2428500,3978
5,2432600,3987
5,2436600,3997
5,2440600,4006
5,2444600,4016
5,2448600,4026
5,2452600,4035
5,2457000,4045
5,2461000,4055
5,2464700,4064
5,2469000,4074
5,2473000,4084
5,2477100,4094
5,2481100,4103
5,2485300,4113
5,2489300,4123
5,2493000,4133
5,2496800,4142
5,2500800,4152
5,2504800,4162
5,2508800,4172
5,2512800,4182
5,2516800,4191
5,2520900,4201
5,2524800,4211
5,2528700,4221
5,2533000,4231
5,2537000,4241
5,2540900,4251
5,2545000,4260
5,2548700,4270
5,2552600,4280
5,2556500,4290
5,2560200,4300
5,2564100,4310
5,2568000,4320
5,2571700,4330
5,2575500,4340
5,2579700,4350
5,2583500,4360
5,2587500,4370
5,2591400,4380
5,2595300,4390
5,2599600,4400
5,2603500,4410
5,2607700,4420
5,2611400,4430
5,2615300,4440
5,2619200,4450
5,2623100,4460
6,2626800,4471
6,2630500,4481
6,2634300,4491
6,2638000,4501
6,2641700,4511
6,2645500,4521
6,2649200,4531
6,2653100,4542
6,2657100,4552
6,2660900,4562
6,2664800,4572
6,2668900,4583
6,2673000,4593
6,2676900,4603
6,2680700,4613
6,2684600,4624
6,2688500,4634
6,2692500,4644
6,2696400,4655
6,2700500,4665
6,2704700,4675
6,2708600,4686
6,2712500,4696
6,2716600,4707
6,2720800,4717
6,2724800,4727
6,2728600,4738
6,2732500,4748
6,2736700,4759
6,2740600,4769
6,2744600,4780
6,2748700,4790
6,2752800,4800
6,2756400,4811
6,2760500,4821
6,2764500,4832
6,2768400,4842
6,2772300,4853
6,2776200,4863
6,2780100,4874
6,2783800,4884
6,2788000,4895
6,2792300,4905
6,2796500,4916
6,2800600,4927
6,2804500,4937
6,2808500,4948
6,2812500,4958
6,2816300,4969
6,2820300,4979
6,2824200,4990
6,2828200,5001
6,2832600,5011
6,2836800,5022
6,2841400,5034
6,2845500,5045
6,2849700,5055
6,2853700,5066
6,2858100,5077
6,2862100,5088
6,2866000,5098
6,2870000,5109
6,2873800,5120
6,2877900,5131
6,2881900,5142
6,2885900,5152
6,2889900,5163
6,2893900,5174
6,2897900,5185
6,2902300,5196
6,2907000,5207
6,2911000,5217
6,2915000,5228
7,2919000,5239
7,2923000,5250
7,2926900,5261
7,2931100,5272
7,2935500,5283
7,2940000,5294
7,2944000,5305
7,2948000,5316
7,2952000,5327
7,2956300,5338
7,2960900,5349
7,2965700,5360
7,2969800,5371
7,2974000,5382
7,2977900,5393
7,2982000,5405
7,2986900,5416
7,2991300,5427
7,2995400,5438
7,2999400,5449
7,3004200,5460
7,3008200,5471
7,3012800,5482
7,3017700,5494
7,3021800,5505
7,3026000,5516
7,3030500,5527
7,3034800,5538
7,3039500,5549
7,3043500,5561
7,3048400,5572
7,3052800,5583
7,3056800,5594
7,3061100,5606
7,3065400,5617
7,3069600,5628
7,3073200,5639
7,3077300,5650
7,3081800,5662
7,3086500,5673
7,3090600,5685
