0,0,814,1462971478476
0,1,1583,1462971479245
0,2,2351,1462971480014
0,3,3107,1462971480770
0,4,3870,1462971481533
0,5,4612,1462971482274
0,6,5375,1462971483037
0,7,6119,1462971483782
0,8,6860,1462971484522
0,9,7607,1462971485269
0,10,8364,1462971486027
0,11,9105,1462971486767
0,12,9851,1462971487514
0,13,10591,1462971488254
0,14,11334,1462971488996
0,15,12074,1462971489736
0,16,12814,1462971490476
0,17,13553,1462971491216
0,18,14292,1462971491955
0,19,15032,1462971492694
0,20,15771,1462971493433
0,21,16510,1462971494172
0,22,17256,1462971494918
0,23,18007,1462971495669
0,24,18754,1462971496417
0,25,19498,1462971497160
0,26,20237,1462971497900
0,27,20977,1462971498639
0,28,21716,1462971499378
0,29,22462,1462971500125
0,30,23206,1462971500868
0,31,23951,1462971501614
0,32,24690,1462971502353
0,33,25429,1462971503092
0,34,26168,1462971503831
0,35,26908,1462971504570
0,36,27647,1462971505309
0,37,28387,1462971506049
0,38,29128,1462971506790
0,39,29879,1462971507542
0,40,30639,1462971508301
0,41,31382,1462971509044
0,42,32121,1462971509783
0,43,32860,1462971510522
0,44,33599,1462971511261
0,45,34338,1462971512000
0,46,35077,1462971512740
0,47,35816,1462971513479
0,48,36559,1462971514221
0,49,37301,1462971514963
0,50,38073,1462971515736
0,51,38821,1462971516483
0,52,39568,1462971517230
0,53,40317,1462971517979
0,54,41067,1462971518729
0,55,41815,1462971519478
0,56,42564,1462971520226
0,57,43312,1462971520975
0,58,44061,1462971521723
0,59,44810,1462971522472
0,60,45558,1462971523220
0,61,46300,1462971523963
0,62,47046,1462971524709
0,63,47785,1462971525448
0,64,48527,1462971526189
0,65,49514,1462971527177
0,66,50675,1462971528337
0,67,51835,1462971529497
0,68,52756,1462971530419
0,69,53495,1462971531158
0,70,54234,1462971531897
0,71,54973,1462971532635
0,72,55712,1462971533374
0,73,56450,1462971534113
0,74,57189,1462971534852
0,75,57928,1462971535590
0,76,58667,1462971536329
0,77,59406,1462971537068
0,78,60144,1462971537807
0,79,60883,1462971538546
0,80,61622,1462971539284
0,81,62361,1462971540023
0,82,63099,1462971540762
0,83,63838,1462971541501
0,84,64577,1462971542239
0,85,65316,1462971542978
0,86,66054,1462971543717
0,87,66793,1462971544456
0,88,67532,1462971545195
0,89,68271,1462971545933
0,90,69010,1462971546672
0,91,69748,1462971547411
0,92,70487,1462971548149
0,93,71225,1462971548888
0,94,71964,1462971549626
0,95,72703,1462971550365
0,96,73442,1462971551104
0,97,74180,1462971551842
0,98,74919,1462971552581
0,99,75657,1462971553320
0,100,76396,1462971554059
0,101,77135,1462971554797
0,102,77874,1462971555536
0,103,78612,1462971556275
0,104,79351,1462971557013
0,105,80089,1462971557752
0,106,80828,1462971558490
0,107,81567,1462971559229
0,108,82305,1462971559968
0,109,83044,1462971560706
0,110,83783,1462971561445
0,111,84521,1462971562184
0,112,85260,1462971562922
0,113,85999,1462971563661
0,114,86737,1462971564400
0,115,87476,1462971565138
0,116,88214,1462971565877
0,117,88953,1462971566615
0,118,89692,1462971567354
0,119,90430,1462971568093
0,120,91169,1462971568831
0,121,91907,1462971569570
0,122,92646,1462971570308
0,123,93731,1462971571394
0,124,94890,1462971572553
0,125,96049,1462971573711
0,126,96892,1462971574554
0,127,97636,1462971575299
0,128,98383,1462971576046
0,129,99138,1462971576800
0,130,99885,1462971577548
0,131,100632,1462971578295
0,132,101379,1462971579042
0,133,102123,1462971579786
0,134,102862,1462971580524
0,135,103600,1462971581263
0,136,104339,1462971582001
0,137,105077,1462971582740
0,138,105816,1462971583478
0,139,106555,1462971584217
0,140,107293,1462971584956
0,141,108032,1462971585694
0,142,108770,1462971586433
0,143,109509,1462971587171
0,144,110247,1462971587910
0,145,110986,1462971588648
0,146,111724,1462971589387
0,147,112463,1462971590126
0,148,113202,1462971590864
0,149,113942,1462971591604
0,150,114685,1462971592348
0,151,115425,1462971593087
0,152,116163,1462971593825
0,153,116902,1462971594564
0,154,117640,1462971595303
0,155,118379,1462971596041
0,156,119118,1462971596780
0,157,119856,1462971597519
0,158,120595,1462971598257
0,159,121334,1462971598996
0,160,122072,1462971599735
0,161,122811,1462971600473
0,162,123549,1462971601212
0,163,124288,1462971601950
0,164,125027,1462971602689
0,165,125765,1462971603428
0,166,126504,1462971604166
0,167,127242,1462971604905
0,168,127981,1462971605643
0,169,128720,1462971606382
0,170,129458,1462971607121
0,171,130197,1462971607859
0,172,130936,1462971608598
0,173,131675,1462971609337
0,174,132413,1462971610075
0,175,133152,1462971610814
0,176,133890,1462971611553
0,177,134629,1462971612291
0,178,135368,1462971613030
0,179,136106,1462971613769
0,180,136845,1462971614507
0,181,137584,1462971615246
0,182,138322,1462971615985
0,183,139061,1462971616723
0,184,139799,1462971617462
0,185,140538,1462971618201
0,186,141277,1462971618939
0,187,142016,1462971619678
0,188,142755,1462971620417
0,189,143495,1462971621157
