0,0,780,1461911199181
0,1,1499,1461911199900
0,2,2217,1461911200618
0,3,2934,1461911201335
0,4,3652,1461911202052
0,5,4369,1461911202770
0,6,5086,1461911203486
0,7,5802,1461911204203
0,8,6518,1461911204919
0,9,7242,1461911205643
0,10,7973,1461911206374
0,11,8688,1461911207089
0,12,9404,1461911207805
0,13,10121,1461911208521
0,14,10846,1461911209247
0,15,11564,1461911209965
0,16,12290,1461911210691
0,17,13012,1461911211413
0,18,13729,1461911212130
0,19,14444,1461911212845
0,20,15160,1461911213560
0,21,15876,1461911214277
0,22,16599,1461911215000
0,23,17327,1461911215728
0,24,18044,1461911216444
0,25,18766,1461911217167
0,26,19482,1461911217883
0,27,20197,1461911218598
0,28,20916,1461911219317
0,29,21643,1461911220044
0,30,22363,1461911220764
0,31,23078,1461911221479
0,32,23794,1461911222194
0,33,24509,1461911222910
0,34,25230,1461911223630
0,35,25946,1461911224346
0,36,26661,1461911225061
0,37,27376,1461911225777
0,38,28092,1461911226493
0,39,28807,1461911227208
0,40,29524,1461911227925
0,41,30240,1461911228640
0,42,30955,1461911229356
0,43,31670,1461911230071
0,44,32387,1461911230788
0,45,33107,1461911231508
0,46,33828,1461911232228
0,47,34548,1461911232949
0,48,35268,1461911233669
0,49,35988,1461911234389
0,50,36708,1461911235109
0,51,37429,1461911235830
0,52,38149,1461911236549
0,53,38869,1461911237270
0,54,39589,1461911237990
0,55,40309,1461911238710
0,56,41030,1461911239430
0,57,41750,1461911240150
0,58,42469,1461911240870
0,59,43190,1461911241590
0,60,43910,1461911242311
0,61,44630,1461911243031
0,62,45351,1461911243751
0,63,46070,1461911244471
0,64,46791,1461911245192
0,65,47511,1461911245912
0,66,48231,1461911246632
0,67,48951,1461911247351
0,68,49671,1461911248071
0,69,50391,1461911248792
0,70,51112,1461911249512
0,71,51832,1461911250232
0,72,52552,1461911250953
0,73,53273,1461911251674
0,74,53993,1461911252394
0,75,54714,1461911253115
0,76,55435,1461911253835
0,77,56154,1461911254555
0,78,56875,1461911255275
0,79,57594,1461911255995
0,80,58309,1461911256709
0,81,59023,1461911257424
0,82,59738,1461911258139
0,83,60453,1461911258853
0,84,61168,1461911259568
0,85,61882,1461911260283
0,86,62597,1461911260998
0,87,63312,1461911261712
0,88,64027,1461911262427
0,89,64742,1461911263142
0,90,65456,1461911263857
0,91,66171,1461911264572
0,92,66886,1461911265287
0,93,67602,1461911266003
0,94,68318,1461911266718
0,95,69033,1461911267434
0,96,69747,1461911268148
0,97,70462,1461911268863
0,98,71177,1461911269578
0,99,71892,1461911270292
0,100,72606,1461911271007
0,101,73321,1461911271722
0,102,74036,1461911272436
0,103,74750,1461911273151
0,104,75465,1461911273866
0,105,76180,1461911274580
0,106,76894,1461911275295
0,107,77609,1461911276010
0,108,78324,1461911276724
0,109,79038,1461911277439
0,110,79753,1461911278154
0,111,80468,1461911278868
0,112,81183,1461911279583
