0,1461916327744
0,1461916327757
0,1461916327771
0,1461916327784
0,1461916327797
0,1461916327809
0,1461916327822
0,1461916327834
0,1461916327848
0,1461916327861
0,1461916327874
0,1461916327888
0,1461916327901
0,1461916327915
0,1461916327928
0,1461916327942
0,1461916327955
0,1461916327969
0,1461916327982
0,1461916327995
0,1461916328008
0,1461916328021
0,1461916328035
0,1461916328049
0,1461916328062
0,1461916328076
0,1461916328089
0,1461916328103
0,1461916328116
0,1461916328129
0,1461916328142
0,1461916328155
0,1461916328169
0,1461916328182
0,1461916328195
0,1461916328209
0,1461916328222
0,1461916328237
0,1461916328250
0,1461916328263
0,1461916328276
0,1461916328290
0,1461916328303
0,1461916328316
0,1461916328330
0,1461916328343
0,1461916328357
0,1461916328370
0,1461916328383
0,1461916328397
0,1461916328410
0,1461916328423
0,1461916328436
0,1461916328449
0,1461916328462
0,1461916328475
0,1461916328487
0,1461916328500
0,1461916328512
0,1461916328524
0,1461916328537
0,1461916328549
0,1461916328562
0,1461916328574
0,1461916328587
0,1461916328599
0,1461916328612
0,1461916328624
0,1461916328636
0,1461916328648
0,1461916328661
0,1461916328673
0,1461916328685
0,1461916328697
0,1461916328710
0,1461916328722
0,1461916328734
0,1461916328747
0,1461916328759
0,1461916328771
0,1461916328784
0,1461916328796
0,1461916328808
0,1461916328820
0,1461916328832
0,1461916328845
0,1461916328857
0,1461916328869
0,1461916328881
0,1461916328894
0,1461916328906
0,1461916328918
0,1461916328930
0,1461916328943
0,1461916328955
0,1461916328967
0,1461916328979
0,1461916328992
0,1461916329004
0,1461916329016
0,1461916329028
0,1461916329040
0,1461916329053
0,1461916329065
0,1461916329077
0,1461916329089
0,1461916329102
0,1461916329114
0,1461916329126
0,1461916329139
0,1461916329151
0,1461916329163
0,1461916329175
0,1461916329187
0,1461916329200
0,1461916329212
0,1461916329224
0,1461916329237
0,1461916329249
0,1461916329262
0,1461916329274
0,1461916329286
0,1461916329308
0,1461916329321
0,1461916329332
0,1461916329342
0,1461916329353
0,1461916329363
0,1461916329373
0,1461916329384
0,1461916329393
0,1461916329402
0,1461916329411
0,1461916329421
0,1461916329431
0,1461916329440
0,1461916329450
0,1461916329460
0,1461916329469
0,1461916329478
0,1461916329487
0,1461916329496
0,1461916329505
0,1461916329514
0,1461916329524
0,1461916329533
0,1461916329542
0,1461916329551
0,1461916329561
0,1461916329570
0,1461916329580
0,1461916329589
0,1461916329599
0,1461916329608
0,1461916329617
0,1461916329626
0,1461916329636
0,1461916329645
0,1461916329654
0,1461916329664
0,1461916329673
0,1461916329682
0,1461916329692
0,1461916329701
0,1461916329710
0,1461916329719
0,1461916329728
0,1461916329738
0,1461916329747
0,1461916329757
0,1461916329767
0,1461916329776
0,1461916329786
0,1461916329795
0,1461916329805
0,1461916329815
0,1461916329824
0,1461916329834
0,1461916329843
0,1461916329852
0,1461916329862
0,1461916329871
0,1461916329880
0,1461916329890
0,1461916329899
0,1461916329908
0,1461916329918
0,1461916329927
0,1461916329936
0,1461916329946
0,1461916329955
0,1461916329965
0,1461916329974
0,1461916329984
0,1461916329993
0,1461916330003
0,1461916330013
0,1461916330022
0,1461916330032
0,1461916330042
0,1461916330050
0,1461916330059
0,1461916330069
0,1461916330078
0,1461916330087
0,1461916330097
0,1461916330106
0,1461916330115
0,1461916330125
0,1461916330135
0,1461916330145
0,1461916330154
1,1461916330164
1,1461916330173
1,1461916330182
1,1461916330193
1,1461916330203
1,1461916330212
1,1461916330222
1,1461916330231
1,1461916330241
1,1461916330251
1,1461916330260
1,1461916330270
1,1461916330280
1,1461916330290
1,1461916330299
1,1461916330309
1,1461916330319
1,1461916330329
1,1461916330339
1,1461916330349
1,1461916330358
1,1461916330368
1,1461916330377
1,1461916330387
1,1461916330396
1,1461916330405
1,1461916330415
1,1461916330425
1,1461916330435
1,1461916330445
1,1461916330454
1,1461916330464
1,1461916330474
1,1461916330483
1,1461916330493
1,1461916330503
1,1461916330512
1,1461916330522
1,1461916330532
1,1461916330541
1,1461916330551
1,1461916330560
1,1461916330570
1,1461916330580
1,1461916330589
1,1461916330599
1,1461916330608
1,1461916330618
1,1461916330628
1,1461916330637
